book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
2514,15719,15719,2371238,42,785123113,9.78079E+12,"Neil Gaiman, Andy Kubert, Richard Isanove, Peter Sanderson",2003,Marvel 1602,Marvel 1602,eng,3.93,43541,46190,1344,1074,2566,10389,16829,15332,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2526,22369,22369,23395,7,1401209149,9.7814E+12,"Grant Morrison, Frank Quitely",2007,All-Star Superman (Volume 1),"All-Star Superman, Vol. 1",eng,4.06,35061,35648,610,1306,2042,6313,9600,16387,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2615,4135,4135,7838,19,446578843,9.78045E+12,Amy Sedaris,2006,I Like You: Hospitality Under the Influence,I Like You: Hospitality Under the Influence,eng,3.87,34212,34919,1412,853,2349,8406,12278,11033,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2616,22320,22320,2455062,48,425198685,9.78043E+12,William Gibson,2003,Pattern Recognition,"Pattern Recognition (Blue Ant, #1)",eng,3.86,34917,37818,1851,581,2188,9491,15252,10306,https://images.gr-assets.com/books/1288326931m/22320.jpg,https://images.gr-assets.com/books/1288326931s/22320.jpg
2661,2082136,2082136,2398516,45,393064646,9.78039E+12,Mary Roach,2008,Bonk: The Curious Coupling of Science and Sex,Bonk: The Curious Coupling of Science and Sex,en-US,3.83,38157,41808,4005,806,2534,10882,16474,11112,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2677,48002,48002,46982,62,61031321,9.78006E+12,Terry Pratchett,2001,Thief of Time,"Thief of Time (Discworld, #26; Death, #5)",eng,4.25,42002,47762,1117,114,857,7462,18057,21272,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2760,297627,297627,797,36,1563898586,9.78156E+12,"Alan Moore, Kevin O'Neill",2000,"The League of Extraordinary Gentlemen, Vol. I","The League of Extraordinary Gentlemen, Vol. 1",eng,3.93,40404,41818,1201,687,2255,9526,16088,13262,https://images.gr-assets.com/books/1327894724m/297627.jpg,https://images.gr-assets.com/books/1327894724s/297627.jpg
2766,38333,38333,2283546,24,037542380X,9.78038E+12,Charles Burns,1995,Black Hole,Black Hole,eng,3.83,33070,34624,1849,1162,2634,7995,11859,10974,https://images.gr-assets.com/books/1327895219m/38333.jpg,https://images.gr-assets.com/books/1327895219s/38333.jpg
2770,4979,4979,1119459,64,081297736X,9.78081E+12,Kurt Vonnegut Jr.,2005,A Man Without a Country,A Man Without a Country,eng,4.07,29859,32094,2044,192,1229,6362,12567,11744,https://images.gr-assets.com/books/1330997432m/4979.jpg,https://images.gr-assets.com/books/1330997432s/4979.jpg
2797,10505,10505,2094829,50,847826465,9.78085E+12,"Umberto Eco, Girolamo De Michele, Alastair McEwen",2004,Storia della bellezza,History of Beauty,eng,3.77,33893,34445,169,2959,2615,6651,9310,12910,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2812,402014,402014,171330,54,60288132,9.78006E+12,Louise Rennison,2000,"It's OK, I'm Wearing Really Big Knickers! (Confessions of Georgia Nicolson, #2)","On the Bright Side, I'm Now the Girlfriend of a Sex God (Confessions of Georgia Nicolson, #2)",,3.96,39114,42692,888,685,2393,10345,13728,15541,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2825,55401,55401,3898716,54,765310023,9.78077E+12,Steven Erikson,2000,Deadhouse Gates,"Deadhouse Gates (The Malazan Book of the Fallen, #2)",eng,4.25,34042,39031,1433,488,1239,5126,13350,18828,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2828,2315892,2315892,2322406,63,575082453,9.78058E+12,Joe Abercrombie,2009,Best Served Cold,Best Served Cold,eng,4.16,36268,41201,1908,440,1356,6346,15971,17088,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2843,3918010,3918010,3963458,30,785132619,9.78079E+12,"Mark Millar, John Romita Jr., Rob Liefeld",2010,Kick-Ass,"Kick-Ass (Kick-Ass, #1)",eng,4.04,30688,32579,874,732,1596,6073,11366,12812,https://images.gr-assets.com/books/1343964935m/3918010.jpg,https://images.gr-assets.com/books/1343964935s/3918010.jpg
2881,116296,116296,144656,61,61161640,9.78006E+12,Terry Pratchett,2007,Making Money,"Making Money (Discworld, #36; Moist Von Lipwig, #2)",en-US,4.23,39419,45091,1490,118,846,7222,17340,19565,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2897,3110,3110,824686,18,074326004X,9.78074E+12,Sarah Vowell,2005,Assassination Vacation,Assassination Vacation,en-US,3.98,32176,34125,3408,523,1545,6889,14274,10894,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2914,3483,3483,910619,52,067003777X,9.78067E+12,Marisha Pessl,2006,Special Topics in Calamity Physics,Special Topics in Calamity Physics,eng,3.7,29369,34307,4754,1342,3151,8523,12585,8706,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2925,6534932,6534932,6727073,11,345518519,9.78035E+12,Kathy Griffin,2009,Official Book Club Selection: A Memoir According to Kathy Griffin,Official Book Club Selection: A Memoir According to Kathy Griffin,en-US,3.8,31685,32718,1426,1304,2120,8243,11250,9801,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2928,46191,9201647,2572759,50,1580627560,9.78158E+12,Sherry Argov,2009,Why Men Love Bitches: From Doormat to Dreamgirl - A Woman's Guide to Holding Her Own In A Relationship,Why Men Love Bitches: From Doormat to Dreamgirl—A Woman's Guide to Holding Her Own in a Relationship,,3.89,26662,28618,1467,1258,2194,6076,7993,11097,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2944,34498,34498,280092,61,413771164,9.78041E+12,Terry Pratchett,2000,The Truth,"The Truth (Discworld, #25; Industrial Revolution, #2)",eng,4.25,37045,42622,975,97,596,6395,16950,18584,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2969,4703581,4703581,4767909,57,345497511,9.78035E+12,China Miéville,2009,The City & The City,The City & the City,eng,3.91,29577,37328,4285,688,2024,8155,15584,10877,https://images.gr-assets.com/books/1320475957m/4703581.jpg,https://images.gr-assets.com/books/1320475957s/4703581.jpg
3013,88071,88071,18279847,33,765316978,9.78077E+12,John Scalzi,2007,The Last Colony,The Last Colony (Old Man's War #3),en-US,4.03,29154,35957,1724,115,761,7306,17444,10331,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3092,4954,4954,2641412,45,1400033543,9.7814E+12,Dave Eggers,2002,You Shall Know Our Velocity!,You Shall Know Our Velocity!,eng,3.62,23985,25405,1524,811,2545,7627,8914,5508,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3111,89187,89187,219037,46,441009425,9.78044E+12,Alastair Reynolds,2000,Revelation Space,Revelation Space,eng,3.97,30332,32980,1487,546,1680,6722,13424,10608,https://images.gr-assets.com/books/1405532042m/89187.jpg,https://images.gr-assets.com/books/1405532042s/89187.jpg
3156,11691,11691,2701142,1,375706860,9.78038E+12,"Orhan Pamuk, Maureen Freely",2002,Kar,Snow,eng,3.55,27132,30451,2965,1480,3439,8534,10871,6127,https://images.gr-assets.com/books/1357684424m/11691.jpg,https://images.gr-assets.com/books/1357684424s/11691.jpg
3174,175983,175983,836462,39,765348802,9.78077E+12,Steven Erikson,2001,Memories of Ice,"Memories of Ice (The Malazan Book of the Fallen, #3)",eng,4.39,29796,33291,1076,238,682,3401,10531,18439,https://images.gr-assets.com/books/1316729348m/175983.jpg,https://images.gr-assets.com/books/1316729348s/175983.jpg
3186,126381,126381,1057017,87,7189885,9.78001E+12,Chimamanda Ngozi Adichie,2003,Purple Hibiscus,Purple Hibiscus,,4.11,29416,34222,3265,226,869,5742,15295,12090,https://images.gr-assets.com/books/1329431038m/126381.jpg,https://images.gr-assets.com/books/1329431038s/126381.jpg
3187,113429,113429,3173608,51,743299396,9.78074E+12,Miranda July,2005,No One Belongs Here More Than You,No One Belongs Here More Than You,,3.81,24717,27817,3225,790,2209,6564,10116,8138,https://images.gr-assets.com/books/1341079226m/113429.jpg,https://images.gr-assets.com/books/1341079226s/113429.jpg
3195,6224826,6224826,6405538,63,1594488878,9.78159E+12,Nick Hornby,2009,"Juliet, Naked","Juliet, Naked",en-US,3.48,30200,34667,3545,658,3504,13277,13021,4207,https://images.gr-assets.com/books/1480092420m/6224826.jpg,https://images.gr-assets.com/books/1480092420s/6224826.jpg
3248,920607,920607,905641,27,734406940,9.78073E+12,Shaun Tan,2006,The Arrival,The Arrival,eng,4.33,33764,36400,3436,678,1186,4142,9897,20497,https://images.gr-assets.com/books/1312827620m/920607.jpg,https://images.gr-assets.com/books/1312827620s/920607.jpg
3296,97782,97782,2926759,57,316016381,9.78032E+12,Joshua Ferris,2007,Then We Came to the End,Then We Came to the End,eng,3.45,23614,28197,4523,1309,3631,8810,9886,4561,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3298,45102,45102,2501194,53,553575651,9.78055E+12,Robin Hobb,2000,Ship of Destiny,"Ship of Destiny (Liveship Traders, #3)",en-US,4.21,34271,38169,1011,431,1125,5651,13899,17063,https://images.gr-assets.com/books/1403180325m/45102.jpg,https://images.gr-assets.com/books/1403180325s/45102.jpg
3322,89788,89788,851956,79,452285453,9.78045E+12,Tracy Chevalier,2003,The Lady and the Unicorn,The Lady and the Unicorn,eng,3.67,32490,35143,1607,824,2933,10941,12748,7697,https://images.gr-assets.com/books/1311281285m/89788.jpg,https://images.gr-assets.com/books/1311281285s/89788.jpg
3333,13079,13079,817175,42,446615129,9.78045E+12,Carl Hiaasen,2004,Skinny Dip,Skinny Dip,eng,3.79,29862,32615,2605,357,1700,9398,14260,6900,https://images.gr-assets.com/books/1375588741m/13079.jpg,https://images.gr-assets.com/books/1375588741s/13079.jpg
3338,6751,6751,2207382,26,316156116,9.78032E+12,David Foster Wallace,2005,Consider the Lobster,Consider the Lobster and Other Essays,eng,4.25,26551,29562,2283,248,717,3541,11853,13203,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3481,25489025,25489025,18449744,64,553448188,9.78055E+12,"Han Kang, Deborah     Smith",2007,채식주의자 ,The Vegetarian,eng,3.59,27242,37107,5925,995,3564,11558,14631,6359,https://images.gr-assets.com/books/1478196580m/25489025.jpg,https://images.gr-assets.com/books/1478196580s/25489025.jpg
3504,67,67,1062798,42,61159174,9.78006E+12,Edward P. Jones,2003,The Known World,The Known World,eng,3.82,26550,29459,2825,831,2186,6907,11005,8530,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3524,27000,27000,1918119,5,142004030,9.78014E+12,Jasper Fforde,2002,Lost in a Good Book,"Lost in a Good Book (Thursday Next, #2)",eng,4.14,37873,41906,2328,195,892,7187,18393,15239,https://images.gr-assets.com/books/1419889476m/27000.jpg,https://images.gr-assets.com/books/1419889476s/27000.jpg
3544,30071,30071,14795009,9,1582406197,9.78158E+12,"Robert Kirkman, Tony Moore, Charlie Adlard, Cliff Rathburn",2004,,"The Walking Dead, Book One (The Walking Dead #1-12)",eng,4.36,30691,30903,1254,290,719,3553,9455,16886,https://images.gr-assets.com/books/1464733555m/30071.jpg,https://images.gr-assets.com/books/1464733555s/30071.jpg
3555,2195289,2195289,2201026,18,159448306X,9.78159E+12,Sloane Crosley,2008,I Was Told There'd Be Cake,I Was Told There'd Be Cake,eng,3.45,29695,30641,3643,1183,4083,10453,9658,5264,https://images.gr-assets.com/books/1311282474m/2195289.jpg,https://images.gr-assets.com/books/1311282474s/2195289.jpg
3560,703,703,911456,76,1400079497,9.7814E+12,Philip Roth,2004,The Plot Against America,The Plot Against America,eng,3.71,26262,29204,2482,633,2295,8049,12301,5926,https://images.gr-assets.com/books/1327711853m/703.jpg,https://images.gr-assets.com/books/1327711853s/703.jpg
3566,14316,14316,2166883,61,812974018,9.78081E+12,David Mitchell,2006,Black Swan Green,Black Swan Green,,3.97,25728,29339,2806,301,1274,6167,12790,8807,https://images.gr-assets.com/books/1320562118m/14316.jpg,https://images.gr-assets.com/books/1320562118s/14316.jpg
3586,1237300,1237300,2826418,67,805079831,9.78081E+12,Naomi Klein,2006,The Shock Doctrine: The Rise of Disaster Capitalism,The Shock Doctrine: The Rise of Disaster Capitalism,en-US,4.22,24111,27056,2120,448,929,3616,9230,12833,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3588,3686,3686,994121,23,60572159,9.78006E+12,Ann Patchett,2004,Truth & Beauty: A Friendship,Truth and Beauty,eng,3.94,26344,28242,2655,429,1441,6400,11198,8774,https://images.gr-assets.com/books/1410140355m/3686.jpg,https://images.gr-assets.com/books/1410140355s/3686.jpg
3598,597,597,2226163,25,743264460,9.78074E+12,Chuck Klosterman,2005,Killing Yourself to Live: 85% of a True Story,Killing Yourself to Live: 85% of a True Story,en-US,3.85,23015,23614,1108,457,1414,5826,9442,6475,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3601,55398,55398,836472,39,765348810,9.78077E+12,Steven Erikson,2004,House of Chains,"House of Chains (The Malazan Book of the Fallen, #4)",eng,4.32,25023,27910,758,174,528,3188,10383,13637,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3625,29501,29501,2399497,32,393327655,9.78039E+12,Sam Harris,2004,"The End of Faith: Religion, Terror, and the Future of Reason","The End of Faith: Religion, Terror, and the Future of Reason",en-US,3.93,24578,26202,1410,1059,1556,4959,9273,9355,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3645,3272165,3272165,3308349,50,7240198,9.78001E+12,Ben Goldacre,2008,"Bad Science: Quacks, Hacks, and Big Pharma Flacks",Bad Science,eng,4.07,22692,27021,1433,589,1188,4439,10259,10546,https://images.gr-assets.com/books/1327251503m/3272165.jpg,https://images.gr-assets.com/books/1327251503s/3272165.jpg
3651,98413,98413,2346477,20,1421501082,9.78142E+12,Ai Yazawa,2000,NANA―ナナ― 1,"Nana, Vol. 1 (Nana, #1)",en-US,4.21,28627,28853,377,915,1421,4105,6771,15641,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3672,332631,332631,1584086,19,1401200761,9.7814E+12,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",2003,Y: The Last Man Vol. 2: Cycles,"Y: The Last Man, Vol. 2: Cycles (Y: The Last Man, #2)",eng,4.23,30504,31168,764,241,747,4406,11897,13877,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3703,11734,11734,1118624,76,99282194,9.7801E+12,Philip Roth,2000,The Human Stain,"The Human Stain (The American Trilogy, #3)",eng,3.84,21724,26018,1634,616,1658,6136,10447,7161,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3791,40200,40200,1210026,5,1841954314,9.78184E+12,Michel Faber,2002,The Crimson Petal and the White,The Crimson Petal and the White,eng,3.87,24932,30695,2682,1071,2318,6468,10610,10228,https://images.gr-assets.com/books/1408937589m/40200.jpg,https://images.gr-assets.com/books/1408937589s/40200.jpg
3827,6375845,6375845,16256422,25,1401223176,9.7814E+12,"Jeph Loeb, Jim Lee, Scott Williams, Alex Sinclair, Richard Starkings",2002,Absolute Batman Hush,Batman: Hush,eng,4.29,24125,26366,1098,206,752,3455,8838,13115,https://images.gr-assets.com/books/1342295000m/6375845.jpg,https://images.gr-assets.com/books/1342295000s/6375845.jpg
3828,11299,11299,6179815,81,375713271,9.78038E+12,"Haruki Murakami, Jay Rubin",2000,神の子どもたちはみな踊る,After the Quake,eng,3.78,22682,27483,1932,224,1496,8209,11858,5696,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3856,37426,37426,828476,45,312315732,9.78031E+12,Tom Perrotta,2004,Little Children,Little Children,,3.61,24109,26333,2100,600,2405,8214,10664,4450,https://images.gr-assets.com/books/1327556734m/37426.jpg,https://images.gr-assets.com/books/1327556734s/37426.jpg
3869,11711,11711,426037,60,571215165,9.78057E+12,D.B.C. Pierre,2003,Vernon God Little,Vernon God Little,eng,3.58,22284,24473,1180,1298,2534,6613,8700,5328,https://images.gr-assets.com/books/1339082247m/11711.jpg,https://images.gr-assets.com/books/1339082247s/11711.jpg
3893,135611,135611,892448,58,60740221,9.78006E+12,Bill Bryson,2007,Shakespeare: The World as Stage ,Shakespeare: The World as Stage,en-US,3.79,25343,29299,2327,700,1626,8001,11844,7128,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3897,106076,106076,1399464,23,1563898683,9.78156E+12,"Jeph Loeb, Tim Sale",2000,Batman: Dark Victory,Batman: Dark Victory,eng,4.11,22838,23600,591,286,804,4184,8980,9346,https://images.gr-assets.com/books/1327940341m/106076.jpg,https://images.gr-assets.com/books/1327940341s/106076.jpg
3915,910863,910863,47562,27,076534825X,9.78077E+12,Robert Charles Wilson,2005,Spin,"Spin (Spin, #1)",en-US,4.01,26015,28088,1851,303,1192,5673,11716,9204,https://images.gr-assets.com/books/1406383726m/910863.jpg,https://images.gr-assets.com/books/1406383726s/910863.jpg
3932,29802,29802,30222,30,193266422X,9.78193E+12,Bryan Lee O'Malley,2006,"Scott Pilgrim, Volume 3: Scott Pilgrim & The Infinite Sadness","Scott Pilgrim, Volume 3: Scott Pilgrim & The Infinite Sadness",,4.29,28569,30451,986,102,564,4154,11228,14403,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
3958,3289281,3289281,3325741,50,316154857,9.78032E+12,Kate Atkinson,2008,When Will There Be Good News?,"When Will There Be Good News? (Jackson Brodie, #3)",en-US,3.97,25366,28875,2637,366,1096,5875,13164,8374,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4005,251519,251519,1154583,52,446694843,9.78045E+12,Lolly Winston,2004,Good Grief,Good Grief,en-US,3.72,24273,25350,1330,449,1718,7963,9468,5752,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4009,6613,6613,2548756,57,080213825X,9.7808E+12,Candace Bushnell,2000,Four Blondes,Four Blondes,,2.8,22278,23272,943,3921,5722,7219,3904,2506,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4012,1270615,1270615,1259542,13,1593078226,9.78159E+12,"Joss Whedon, Georges Jeanty",2007,The Long Way Home,"Buffy the Vampire Slayer: The Long Way Home (Season 8, #1)",en-CA,3.96,26561,27015,997,708,1516,5950,8882,9959,https://images.gr-assets.com/books/1331332425m/1270615.jpg,https://images.gr-assets.com/books/1331332425s/1270615.jpg
4061,744615,744615,730764,24,1932664491,9.78193E+12,"Bryan Lee O'Malley, Steve Buccellato",2007,"Scott Pilgrim, Volume 4: Scott Pilgrim Gets It Together","Scott Pilgrim, Volume 4: Scott Pilgrim Gets It Together",,4.32,27532,28873,808,137,463,3629,10445,14199,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4075,31979,31979,154982,21,785115315,9.78079E+12,"Joss Whedon, John Cassaday",2004,"Astonishing X-Men, Volume 1: Gifted","Astonishing X-Men, Volume 1: Gifted",eng,4.17,22373,22949,532,405,730,3667,7949,10198,https://images.gr-assets.com/books/1500464817m/31979.jpg,https://images.gr-assets.com/books/1500464817s/31979.jpg
4108,85987,85987,3311687,93,60898488,9.78006E+12,"Isabel Allende, Margaret Sayers Peden",2000,Retrato en sepia,Portrait in Sepia,,3.93,21649,25203,1123,177,1041,6207,10819,6959,https://images.gr-assets.com/books/1379900929m/85987.jpg,https://images.gr-assets.com/books/1379900929s/85987.jpg
4130,4656,4656,1137643,81,345463153,9.78035E+12,John Irving,2001,The Fourth Hand,The Fourth Hand,eng,3.3,23277,24814,968,895,3524,10307,7541,2547,https://images.gr-assets.com/books/1375776688m/4656.jpg,https://images.gr-assets.com/books/1375776688s/4656.jpg
4213,6839093,6839093,7050578,14,1607061597,9.78161E+12,"John Layman, Rob Guillory",2009,Taster's Choice,"Chew, Vol. 1: Taster's Choice",eng,4,27570,27899,1690,880,1378,4938,10351,10352,https://images.gr-assets.com/books/1409985990m/6839093.jpg,https://images.gr-assets.com/books/1409985990s/6839093.jpg
4282,4601396,4601396,4651129,50,385526342,9.78039E+12,Chuck Palahniuk,2009,Pygmy,Pygmy,eng,2.96,21242,22865,1782,3121,4811,7258,5192,2483,https://images.gr-assets.com/books/1320495043m/4601396.jpg,https://images.gr-assets.com/books/1320495043s/4601396.jpg
4304,6065182,7234875,5769396,71,1594488800,9.78159E+12,Sarah Waters,2009,The Little Stranger,The Little Stranger,en-US,3.51,21077,28814,4267,839,3379,9623,10318,4655,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4391,80570,80570,275852,23,143036475,9.78014E+12,Koren Zailckas,2005,Smashed: Story of a Drunken Girlhood,Smashed: Story of a Drunken Girlhood,en-US,3.5,20658,21089,1181,819,2643,6990,6462,4175,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4426,5933841,5933841,6151926,46,1594202249,9.78159E+12,Thomas Pynchon,2009,Inherent Vice,Inherent Vice,eng,3.71,18109,20909,2145,533,1575,5591,8887,4323,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4473,18723,18723,869942,67,743243315,9.78074E+12,Monica Ali,2003,Brick Lane,Brick Lane,eng,3.38,21002,23469,1572,1028,3050,8342,7968,3081,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4494,79422,79422,585352,14,1401210104,9.7814E+12,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2006,"Y: The Last Man, Vol. 8: Kimono Dragons","Y: The Last Man, Vol. 8: Kimono Dragons (Y: The Last Man, #8)",eng,4.22,23842,24131,330,294,693,3364,8751,11029,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4507,156533,156533,1584088,14,1401204872,9.7814E+12,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",2004,Y: The Last Man Vol. 5: Ring of Truth,"Y: The Last Man, Vol. 5: Ring of Truth (Y: The Last Man, #5)",eng,4.27,24606,24850,418,234,496,3204,9286,11630,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4508,15096,15096,10730819,78,60958022,9.78006E+12,Joanne Harris,2001,Five Quarters of the Orange,Five Quarters of the Orange,eng,3.83,23332,26429,2091,326,1486,6971,11174,6472,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
